ranking,icd3,disease_name,patient_count,morbidity_pct,morbidity_group,scarcity_weight_pct
566,R14,Flatulence and related conditions,26098,0.00810073,Group 4 (Morbidity >=0.001%),-20
567,R32,Unspecified urinary incontinence,25965,0.008059447,Group 4 (Morbidity >=0.001%),-20
568,R49,Voice disturbances,25941,0.008051998,Group 4 (Morbidity >=0.001%),-20
569,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",25920,0.00804548,Group 4 (Morbidity >=0.001%),-20
570,Z30,Contraceptive management,25898,0.008038651,Group 4 (Morbidity >=0.001%),-20
571,I46,Cardiac arrest,25729,0.007986194,Group 4 (Morbidity >=0.001%),-20
572,Z08,Follow-up examination after treatment for malignant neoplasms,25549,0.007930322,Group 4 (Morbidity >=0.001%),-20
573,E79,Disorders of purine and pyrimidine metabolism,25501,0.007915423,Group 4 (Morbidity >=0.001%),-20
574,G95,Other diseases of spinal cord,25158,0.007808957,Group 4 (Morbidity >=0.001%),-20
575,J90,"Pleural effusion, not elsewhere classified",24884,0.007723909,Group 4 (Morbidity >=0.001%),-20
576,H44,Disorders of globe,24882,0.007723288,Group 4 (Morbidity >=0.001%),-20
577,J93,Pneumothorax,24816,0.007702802,Group 4 (Morbidity >=0.001%),-20
578,C83,Non-follicular lymphoma,24629,0.007644758,Group 4 (Morbidity >=0.001%),-20
579,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,24609,0.00763855,Group 4 (Morbidity >=0.001%),-20
580,I34,Nonrheumatic mitral valve disorders,24133,0.007490801,Group 4 (Morbidity >=0.001%),-20
581,L64,Androgenic alopecia,24124,0.007488007,Group 4 (Morbidity >=0.001%),-20
582,C92,Myeloid leukaemia,24123,0.007487697,Group 4 (Morbidity >=0.001%),-20
583,R29,Other symptoms and signs involving the nervous and musculoskeletal systems,24080,0.00747435,Group 4 (Morbidity >=0.001%),-20
584,S71,Open wound of hip and thigh,23926,0.007426549,Group 4 (Morbidity >=0.001%),-20
585,T18,Foreign body in alimentary tract,23906,0.007420341,Group 4 (Morbidity >=0.001%),-20
586,D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,23346,0.007246519,Group 4 (Morbidity >=0.001%),-20
587,E16,Other disorders of pancreatic internal secretion,23323,0.00723938,Group 4 (Morbidity >=0.001%),-20
588,I26,Pulmonary embolism,23315,0.007236896,Group 4 (Morbidity >=0.001%),-20
589,H31,Other disorders of choroid,23083,0.007164884,Group 4 (Morbidity >=0.001%),-20
590,A56,Other sexually transmitted chlamydial diseases,23081,0.007164264,Group 4 (Morbidity >=0.001%),-20
591,K22,Other diseases of oesophagus,22821,0.007083561,Group 4 (Morbidity >=0.001%),-20
592,H27,Other disorders of lens,22680,0.007039795,Group 4 (Morbidity >=0.001%),-20
593,Z25,Need for immunization against other single viral diseases,22632,0.007024896,Group 4 (Morbidity >=0.001%),-20
594,R33,Retention of urine,22497,0.006982992,Group 4 (Morbidity >=0.001%),-20
595,D70,Agranulocytosis,22399,0.006952573,Group 4 (Morbidity >=0.001%),-20
596,G46,Vascular syndromes of brain in cerebrovascular diseases,22368,0.006942951,Group 4 (Morbidity >=0.001%),-20
597,S56,Injury of muscle and tendon at forearm level,22353,0.006938295,Group 4 (Morbidity >=0.001%),-20
598,N75,Diseases of Bartholin gland,22280,0.006915636,Group 4 (Morbidity >=0.001%),-20
599,B09,Unspecified viral infection characterized by skin and mucous membrane lesions,22270,0.006912532,Group 4 (Morbidity >=0.001%),-20
600,H17,Corneal scars and opacities,22088,0.00685604,Group 4 (Morbidity >=0.001%),-20
601,R76,Other abnormal immunological findings in serum,22042,0.006841762,Group 4 (Morbidity >=0.001%),-20
602,D29,Benign neoplasm of male genital organs,21867,0.006787442,Group 4 (Morbidity >=0.001%),-20
603,F01,Vascular dementia,21834,0.006777199,Group 4 (Morbidity >=0.001%),-20
604,Q61,Cystic kidney disease,21518,0.006679114,Group 4 (Morbidity >=0.001%),-20
605,D72,Other disorders of white blood cells,21474,0.006665456,Group 4 (Morbidity >=0.001%),-20
606,H06,Disorders of lacrimal system and orbit in diseases classified elsewhere,21442,0.006655524,Group 4 (Morbidity >=0.001%),-20
607,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",21413,0.006646522,Group 4 (Morbidity >=0.001%),-20
608,S41,Open wound of shoulder and upper arm,21293,0.006609275,Group 4 (Morbidity >=0.001%),-20
609,R81,Glycosuria,20855,0.006473321,Group 4 (Morbidity >=0.001%),-20
610,L74,Eccrine sweat disorders,20854,0.00647301,Group 4 (Morbidity >=0.001%),-20
611,I64,"Stroke, not specified as haemorrhage or infarction",20801,0.006456559,Group 4 (Morbidity >=0.001%),-20
612,R74,Abnormal serum enzyme levels,20755,0.006442281,Group 4 (Morbidity >=0.001%),-20
613,Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",20643,0.006407517,Group 4 (Morbidity >=0.001%),-20
614,M84,Disorders of continuity of bone,20635,0.006405034,Group 4 (Morbidity >=0.001%),-20
615,D11,Benign neoplasm of major salivary glands,20321,0.006307569,Group 4 (Morbidity >=0.001%),-20
616,L92,Granulomatous disorders of skin and subcutaneous tissue,20286,0.006296705,Group 4 (Morbidity >=0.001%),-20
617,Q82,Other congenital malformations of skin,20238,0.006281806,Group 4 (Morbidity >=0.001%),-20
618,T88,"Other complications of surgical and medical care, not elsewhere classified",20215,0.006274667,Group 4 (Morbidity >=0.001%),-20
619,G82,Paraplegia and tetraplegia,20201,0.006270321,Group 4 (Morbidity >=0.001%),-20
620,J69,Pneumonitis due to solids and liquids,19837,0.006157337,Group 4 (Morbidity >=0.001%),-20
621,L56,Other acute skin changes due to ultraviolet radiation,19630,0.006093085,Group 4 (Morbidity >=0.001%),-20
622,C78,Secondary malignant neoplasm of respiratory and digestive organs,19615,0.006088429,Group 4 (Morbidity >=0.001%),-20
623,K09,"Cysts of oral region, not elsewhere classified",19595,0.006082221,Group 4 (Morbidity >=0.001%),-20
624,J46,Status asthmaticus,19592,0.00608129,Group 4 (Morbidity >=0.001%),-20
625,A05,"Other bacterial foodborne intoxications, not elsewhere classified",19552,0.006068874,Group 4 (Morbidity >=0.001%),-20
626,P22,Respiratory distress of newborn,19507,0.006054906,Group 4 (Morbidity >=0.001%),-20
627,Z52,Donors of organs and tissues,19121,0.005935093,Group 4 (Morbidity >=0.001%),-20
628,F29,Unspecified nonorganic psychosis,18894,0.005864633,Group 4 (Morbidity >=0.001%),-20
629,R17,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",18813,0.005839491,Group 4 (Morbidity >=0.001%),-20
630,I15,Secondary hypertension,18692,0.005801933,Group 4 (Morbidity >=0.001%),-20
631,R15,Faecal incontinence,18587,0.005769341,Group 4 (Morbidity >=0.001%),-20
632,H49,Paralytic strabismus,18362,0.005699502,Group 4 (Morbidity >=0.001%),-20
633,C15,Malignant neoplasm of oesophagus,18100,0.005618178,Group 4 (Morbidity >=0.001%),-20
634,I99,Other and unspecified disorders of circulatory system,18079,0.00561166,Group 4 (Morbidity >=0.001%),-20
635,I72,Other aneurysm and dissection,18045,0.005601106,Group 4 (Morbidity >=0.001%),-20
636,N43,Hydrocele and spermatocele,18003,0.00558807,Group 4 (Morbidity >=0.001%),-20
637,R61,Hyperhidrosis,17966,0.005576585,Group 4 (Morbidity >=0.001%),-20
638,R01,Cardiac murmurs and other cardiac sounds,17911,0.005559513,Group 4 (Morbidity >=0.001%),-20
639,H72,Perforation of tympanic membrane,17746,0.005508298,Group 4 (Morbidity >=0.001%),-20
640,N42,Other disorders of prostate,17533,0.005442183,Group 4 (Morbidity >=0.001%),-20
641,K55,Vascular disorders of intestine,17384,0.005395934,Group 4 (Morbidity >=0.001%),-20
642,C90,Multiple myeloma and malignant plasma cell neoplasms,17166,0.005328268,Group 4 (Morbidity >=0.001%),-20
643,C19,Malignant neoplasm of rectosigmoid junction,17010,0.005279846,Group 4 (Morbidity >=0.001%),-20
644,A69,Other spirochaetal infections,16788,0.005210938,Group 4 (Morbidity >=0.001%),-20
645,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",16688,0.005179898,Group 4 (Morbidity >=0.001%),-20
646,M86,Osteomyelitis,16592,0.0051501,Group 4 (Morbidity >=0.001%),-20
647,O30,Multiple gestation,16547,0.005136132,Group 4 (Morbidity >=0.001%),-20
648,M83,Adult osteomalacia,16486,0.005117198,Group 4 (Morbidity >=0.001%),-20
649,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",16444,0.005104161,Group 4 (Morbidity >=0.001%),-20
650,J96,"Respiratory failure, not elsewhere classified",16369,0.005080882,Group 4 (Morbidity >=0.001%),-20
651,G91,Hydrocephalus,16362,0.005078709,Group 4 (Morbidity >=0.001%),-20
652,C71,Malignant neoplasm of brain,16320,0.005065672,Group 4 (Morbidity >=0.001%),-20
653,N61,Inflammatory disorders of breast,16261,0.005047359,Group 4 (Morbidity >=0.001%),-20
654,H71,Cholesteatoma of middle ear,16168,0.005018492,Group 4 (Morbidity >=0.001%),-20
655,R89,"Abnormal findings in specimens from other organs, systems and tissues",16125,0.005005145,Group 4 (Morbidity >=0.001%),-20
656,L43,Lichen planus,16041,0.004979072,Group 4 (Morbidity >=0.001%),-20
657,I12,Hypertensive renal disease,15972,0.004957654,Group 4 (Morbidity >=0.001%),-20
658,H05,Disorders of orbit,15909,0.004938099,Group 4 (Morbidity >=0.001%),-20
659,D39,Neoplasm of uncertain or unknown behaviour of female genital organs,15732,0.004883159,Group 4 (Morbidity >=0.001%),-20
660,D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,15672,0.004864535,Group 4 (Morbidity >=0.001%),-20
661,I77,Other disorders of arteries and arterioles,15572,0.004833496,Group 4 (Morbidity >=0.001%),-20
662,D31,Benign neoplasm of eye and adnexa,15517,0.004816424,Group 4 (Morbidity >=0.001%),-20
663,L13,Other bullous disorders,15464,0.004799973,Group 4 (Morbidity >=0.001%),-20
664,B24,Unspecified human immunodeficiency virus [HIV] disease,15401,0.004780418,Group 4 (Morbidity >=0.001%),-20
665,K65,Peritonitis,15252,0.004734169,Group 4 (Morbidity >=0.001%),-20
666,F50,Eating disorders,15138,0.004698784,Group 4 (Morbidity >=0.001%),-20
667,E56,Other vitamin deficiencies,15094,0.004685126,Group 4 (Morbidity >=0.001%),-20
668,L51,Erythema multiforme,15046,0.004670227,Group 4 (Morbidity >=0.001%),-20
669,S68,Traumatic amputation of wrist and hand,14932,0.004634842,Group 4 (Morbidity >=0.001%),-20
670,L22,Diaper [napkin] dermatitis,14912,0.004628634,Group 4 (Morbidity >=0.001%),-20
671,M89,Other disorders of bone,14806,0.004595732,Group 4 (Morbidity >=0.001%),-20
672,K37,Unspecified appendicitis,14717,0.004568107,Group 4 (Morbidity >=0.001%),-20
673,L55,Sunburn,14665,0.004551966,Group 4 (Morbidity >=0.001%),-20
674,H67,Otitis media in diseases classified elsewhere,14652,0.004547931,Group 4 (Morbidity >=0.001%),-20
675,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",14642,0.004544827,Group 4 (Morbidity >=0.001%),-20
676,C77,Secondary and unspecified malignant neoplasm of lymph nodes,14584,0.004526824,Group 4 (Morbidity >=0.001%),-20
677,Q66,Congenital deformities of feet,14579,0.004525272,Group 4 (Morbidity >=0.001%),-20
678,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",14573,0.004523409,Group 4 (Morbidity >=0.001%),-20
679,M30,Polyarteritis nodosa and related conditions,14502,0.004501371,Group 4 (Morbidity >=0.001%),-20
680,I05,Rheumatic mitral valve diseases,14361,0.004457605,Group 4 (Morbidity >=0.001%),-20
681,R45,Symptoms and signs involving emotional state,14347,0.00445326,Group 4 (Morbidity >=0.001%),-20
682,T84,"Complications of internal orthopaedic prosthetic devices, implants and grafts",14249,0.004422841,Group 4 (Morbidity >=0.001%),-20
683,N04,Nephrotic syndrome,14183,0.004402355,Group 4 (Morbidity >=0.001%),-20
684,R57,"Shock, not elsewhere classified",14126,0.004384662,Group 4 (Morbidity >=0.001%),-20
685,T01,Open wounds involving multiple body regions,14103,0.004377523,Group 4 (Morbidity >=0.001%),-20
686,Z12,Special screening examination for neoplasms,14039,0.004357658,Group 4 (Morbidity >=0.001%),-20
687,S21,Open wound of thorax,13963,0.004334068,Group 4 (Morbidity >=0.001%),-20
688,M93,Other osteochondropathies,13900,0.004314513,Group 4 (Morbidity >=0.001%),-20
689,R90,Abnormal findings on diagnostic imaging of central nervous system,13870,0.004305201,Group 4 (Morbidity >=0.001%),-20
690,F25,Schizoaffective disorders,13821,0.004289991,Group 4 (Morbidity >=0.001%),-20
691,D28,Benign neoplasm of other and unspecified female genital organs,13747,0.004267022,Group 4 (Morbidity >=0.001%),-20
692,F70,Mild mental retardation,13715,0.004257089,Group 4 (Morbidity >=0.001%),-20
693,D09,Carcinoma in situ of other and unspecified sites,13689,0.004249019,Group 4 (Morbidity >=0.001%),-20
694,C23,Malignant neoplasm of gallbladder,13612,0.004225118,Group 4 (Morbidity >=0.001%),-20
695,P38,Omphalitis of newborn with or without mild haemorrhage,13603,0.004222325,Group 4 (Morbidity >=0.001%),-20
696,T09,"Other injuries of spine and trunk, level unspecified",13587,0.004217358,Group 4 (Morbidity >=0.001%),-20
697,A02,Other salmonella infections,13513,0.004194389,Group 4 (Morbidity >=0.001%),-20
698,D75,Other diseases of blood and blood-forming organs,13420,0.004165522,Group 4 (Morbidity >=0.001%),-20
699,N05,Unspecified nephritic syndrome,13355,0.004145346,Group 4 (Morbidity >=0.001%),-20
700,I13,Hypertensive heart and renal disease,13351,0.004144105,Group 4 (Morbidity >=0.001%),-20
701,N03,Chronic nephritic syndrome,13255,0.004114307,Group 4 (Morbidity >=0.001%),-20
702,N50,Other disorders of male genital organs,13239,0.00410934,Group 4 (Morbidity >=0.001%),-20
703,H54,Visual impairment including blindness (binocular or monocular),13049,0.004050365,Group 4 (Morbidity >=0.001%),-20
704,O47,False labour,12982,0.004029568,Group 4 (Morbidity >=0.001%),-20
705,J13,Pneumonia due to Streptococcus pneumoniae,12967,0.004024913,Group 4 (Morbidity >=0.001%),-20
706,C49,Malignant neoplasm of other connective and soft tissue,12877,0.003996977,Group 4 (Morbidity >=0.001%),-20
707,Q44,"Congenital malformations of gallbladder, bile ducts and liver",12870,0.003994804,Group 4 (Morbidity >=0.001%),-20
708,Q18,Other congenital malformations of face and neck,12864,0.003992942,Group 4 (Morbidity >=0.001%),-20
709,O65,Obstructed labour due to maternal pelvic abnormality,12831,0.003982699,Group 4 (Morbidity >=0.001%),-20
710,N74,Female pelvic inflammatory disorders in diseases classified elsewhere,12795,0.003971524,Group 4 (Morbidity >=0.001%),-20
711,K91,"Postprocedural disorders of digestive system, not elsewhere classified",12760,0.00396066,Group 4 (Morbidity >=0.001%),-20
712,G52,Disorders of other cranial nerves,12742,0.003955073,Group 4 (Morbidity >=0.001%),-20
713,A38,Scarlet fever,12670,0.003932725,Group 4 (Morbidity >=0.001%),-20
714,Q85,"Phakomatoses, not elsewhere classified",12565,0.003900133,Group 4 (Morbidity >=0.001%),-20
715,S69,Other and unspecified injuries of wrist and hand,12409,0.003851711,Group 4 (Morbidity >=0.001%),-20
716,H83,Other diseases of inner ear,12389,0.003845503,Group 4 (Morbidity >=0.001%),-20
717,I62,Other nontraumatic intracranial haemorrhage,12319,0.003823776,Group 4 (Morbidity >=0.001%),-20
718,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",12295,0.003816326,Group 4 (Morbidity >=0.001%),-20
719,C85,Other and unspecified types of non-Hodgkin lymphoma,12288,0.003814153,Group 4 (Morbidity >=0.001%),-20
720,N47,"Redundant prepuce, phimosis and paraphimosis",12149,0.003771008,Group 4 (Morbidity >=0.001%),-20
721,N70,Salpingitis and oophoritis,12142,0.003768835,Group 4 (Morbidity >=0.001%),-20
722,G70,Myasthenia gravis and other myoneural disorders,12035,0.003735623,Group 4 (Morbidity >=0.001%),-20
723,N49,"Inflammatory disorders of male genital organs, not elsewhere classified",11898,0.003693099,Group 4 (Morbidity >=0.001%),-20
724,G22,Parkinsonism in diseases classified elsewhere,11887,0.003689684,Group 4 (Morbidity >=0.001%),-20
725,K42,Umbilical hernia,11731,0.003641262,Group 4 (Morbidity >=0.001%),-20
726,C88,Malignant immunoproliferative diseases,11722,0.003638469,Group 4 (Morbidity >=0.001%),-20
727,K43,Ventral hernia,11719,0.003637538,Group 4 (Morbidity >=0.001%),-20
728,D61,Other aplastic anaemias,11706,0.003633502,Group 4 (Morbidity >=0.001%),-20
729,Q28,Other congenital malformations of circulatory system,11687,0.003627605,Group 4 (Morbidity >=0.001%),-20
730,F38,Other mood [affective] disorders,11678,0.003624811,Group 4 (Morbidity >=0.001%),-20
731,O00,Ectopic pregnancy,11637,0.003612085,Group 4 (Morbidity >=0.001%),-20
732,O32,Maternal care for known or suspected malpresentation of fetus,11623,0.00360774,Group 4 (Morbidity >=0.001%),-20
733,L66,Cicatricial alopecia [scarring hair loss],11575,0.00359284,Group 4 (Morbidity >=0.001%),-20
734,F05,"Delirium, not induced by alcohol and other psychoactive substances",11556,0.003586943,Group 4 (Morbidity >=0.001%),-20
735,I78,Diseases of capillaries,11499,0.00356925,Group 4 (Morbidity >=0.001%),-20
736,A48,"Other bacterial diseases, not elsewhere classified",11463,0.003558076,Group 4 (Morbidity >=0.001%),-20
737,D46,Myelodysplastic syndromes,11390,0.003535417,Group 4 (Morbidity >=0.001%),-20
738,M66,Spontaneous rupture of synovium and tendon,11368,0.003528588,Group 4 (Morbidity >=0.001%),-20
739,D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,11346,0.00352176,Group 4 (Morbidity >=0.001%),-20
740,D41,Neoplasm of uncertain or unknown behaviour of urinary organs,11340,0.003519897,Group 4 (Morbidity >=0.001%),-20
741,G80,Cerebral palsy,11290,0.003504377,Group 4 (Morbidity >=0.001%),-20
742,I31,Other diseases of pericardium,11263,0.003495997,Group 4 (Morbidity >=0.001%),-20
743,I45,Other conduction disorders,11148,0.003460301,Group 4 (Morbidity >=0.001%),-20
744,Q65,Congenital deformities of hip,11116,0.003450368,Group 4 (Morbidity >=0.001%),-20
745,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,11095,0.00344385,Group 4 (Morbidity >=0.001%),-20
746,C91,Lymphoid leukaemia,11088,0.003441677,Group 4 (Morbidity >=0.001%),-20
747,J16,"Pneumonia due to other infectious organisms, not elsewhere classified",10879,0.003376804,Group 4 (Morbidity >=0.001%),-20
748,Z50,Care involving use of rehabilitation procedures,10864,0.003372149,Group 4 (Morbidity >=0.001%),-20
749,G21,Secondary parkinsonism,10841,0.003365009,Group 4 (Morbidity >=0.001%),-20
750,Q25,Congenital malformations of great arteries,10643,0.003303551,Group 4 (Morbidity >=0.001%),-20
751,Z62,Other problems related to upbringing,10627,0.003298585,Group 4 (Morbidity >=0.001%),-20
752,J82,"Pulmonary eosinophilia, not elsewhere classified",10620,0.003296412,Group 4 (Morbidity >=0.001%),-20
753,O86,Other puerperal infections,10614,0.003294549,Group 4 (Morbidity >=0.001%),-20
754,H30,Chorioretinal inflammation,10594,0.003288341,Group 4 (Morbidity >=0.001%),-20
755,F63,Habit and impulse disorders,10520,0.003265372,Group 4 (Morbidity >=0.001%),-20
756,Q68,Other congenital musculoskeletal deformities,10465,0.0032483,Group 4 (Morbidity >=0.001%),-20
757,T69,Other effects of reduced temperature,10345,0.003211053,Group 4 (Morbidity >=0.001%),-20
758,S97,Crushing injury of ankle and foot,10344,0.003210742,Group 4 (Morbidity >=0.001%),-20
759,S64,Injury of nerves at wrist and hand level,10303,0.003198016,Group 4 (Morbidity >=0.001%),-20
760,Z85,Personal history of malignant neoplasm,10285,0.003192429,Group 4 (Morbidity >=0.001%),-20
761,Q23,Congenital malformations of aortic and mitral valves,10281,0.003191187,Group 4 (Morbidity >=0.001%),-20
762,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,10272,0.003188394,Group 4 (Morbidity >=0.001%),-20
763,O03,Spontaneous abortion,10232,0.003175978,Group 4 (Morbidity >=0.001%),-20
764,H03,Disorders of eyelid in diseases classified elsewhere,10155,0.003152077,Group 4 (Morbidity >=0.001%),-20
765,C32,Malignant neoplasm of larynx,10133,0.003145249,Group 4 (Morbidity >=0.001%),-20
766,Q55,Other congenital malformations of male genital organs,10051,0.003119796,Group 4 (Morbidity >=0.001%),-20
767,E61,Deficiency of other nutrient elements,9999,0.003103655,Group 4 (Morbidity >=0.001%),-20
768,E53,Deficiency of other B group vitamins,9996,0.003102724,Group 4 (Morbidity >=0.001%),-20
769,F80,Specific developmental disorders of speech and language,9919,0.003078824,Group 4 (Morbidity >=0.001%),-20
770,Q53,Undescended testicle,9880,0.003066718,Group 4 (Morbidity >=0.001%),-20
771,E21,Hyperparathyroidism and other disorders of parathyroid gland,9868,0.003062994,Group 4 (Morbidity >=0.001%),-20
772,T13,"Other injuries of lower limb, level unspecified",9859,0.0030602,Group 4 (Morbidity >=0.001%),-20
773,Q83,Congenital malformations of breast,9850,0.003057406,Group 4 (Morbidity >=0.001%),-20
774,G83,Other paralytic syndromes,9829,0.003050888,Group 4 (Morbidity >=0.001%),-20
775,O81,Single delivery by forceps and vacuum extractor,9755,0.003027919,Group 4 (Morbidity >=0.001%),-20
776,D68,Other coagulation defects,9717,0.003016124,Group 4 (Morbidity >=0.001%),-20
777,Q87,Other specified congenital malformation syndromes affecting multiple systems,9552,0.002964908,Group 4 (Morbidity >=0.001%),-20
778,A53,Other and unspecified syphilis,9533,0.002959011,Group 4 (Morbidity >=0.001%),-20
779,B49,Unspecified mycosis,9373,0.002909347,Group 4 (Morbidity >=0.001%),-20
780,T19,Foreign body in genitourinary tract,9244,0.002869306,Group 4 (Morbidity >=0.001%),-20
781,R72,"Abnormality of white blood cells, not elsewhere classified",9195,0.002854097,Group 4 (Morbidity >=0.001%),-20
782,O83,Other assisted single delivery,9191,0.002852855,Group 4 (Morbidity >=0.001%),-20
783,O42,Premature rupture of membranes,9172,0.002846957,Group 4 (Morbidity >=0.001%),-20
784,S14,Injury of nerves and spinal cord at neck level,9054,0.002810331,Group 4 (Morbidity >=0.001%),-20
785,H46,Optic neuritis,9025,0.002801329,Group 4 (Morbidity >=0.001%),-20
786,Z90,"Acquired absence of organs, not elsewhere classified",8816,0.002736456,Group 4 (Morbidity >=0.001%),-20
787,E29,Testicular dysfunction,8783,0.002726213,Group 4 (Morbidity >=0.001%),-20
788,H82,Vertiginous syndromes in diseases classified elsewhere,8759,0.002718764,Group 4 (Morbidity >=0.001%),-20
789,C37,Malignant neoplasm of thymus,8719,0.002706348,Group 4 (Morbidity >=0.001%),-20
790,N96,Habitual aborter,8638,0.002681206,Group 4 (Morbidity >=0.001%),-20
791,K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",8596,0.002668169,Group 4 (Morbidity >=0.001%),-20
792,O26,Maternal care for other conditions predominantly related to pregnancy,8578,0.002662582,Group 4 (Morbidity >=0.001%),-20
793,A75,Typhus fever,8577,0.002662272,Group 4 (Morbidity >=0.001%),-20
794,L44,Other papulosquamous disorders,8529,0.002647372,Group 4 (Morbidity >=0.001%),-20
795,S99,Other and unspecified injuries of ankle and foot,8471,0.002629369,Group 4 (Morbidity >=0.001%),-20
796,D07,Carcinoma in situ of other and unspecified genital organs,8466,0.002627818,Group 4 (Morbidity >=0.001%),-20
797,E58,Dietary calcium deficiency,8460,0.002625955,Group 4 (Morbidity >=0.001%),-20
798,G41,Status epilepticus,8343,0.002589639,Group 4 (Morbidity >=0.001%),-20
799,R44,Other symptoms and signs involving general sensations and perceptions,8336,0.002587466,Group 4 (Morbidity >=0.001%),-20
800,C17,Malignant neoplasm of small intestine,8280,0.002570084,Group 4 (Morbidity >=0.001%),-20
801,F93,Emotional disorders with onset specific to childhood,8251,0.002561082,Group 4 (Morbidity >=0.001%),-20
802,L95,"Vasculitis limited to skin, not elsewhere classified",8201,0.002545562,Group 4 (Morbidity >=0.001%),-20
803,T75,Effects of other external causes,8190,0.002542148,Group 4 (Morbidity >=0.001%),-20
804,P83,Other conditions of integument specific to fetus and newborn,8170,0.00253594,Group 4 (Morbidity >=0.001%),-20
805,K66,Other disorders of peritoneum,8103,0.002515144,Group 4 (Morbidity >=0.001%),-20
806,T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts",8087,0.002510177,Group 4 (Morbidity >=0.001%),-20
807,C82,Follicular lymphoma,8072,0.002505521,Group 4 (Morbidity >=0.001%),-20
808,F22,Persistent delusional disorders,8025,0.002490933,Group 4 (Morbidity >=0.001%),-20
809,K72,"Hepatic failure, not elsewhere classified",7936,0.002463307,Group 4 (Morbidity >=0.001%),-20
810,C66,Malignant neoplasm of ureter,7905,0.002453685,Group 4 (Morbidity >=0.001%),-20
811,M02,Reactive arthropathies,7859,0.002439407,Group 4 (Morbidity >=0.001%),-20
812,O36,Maternal care for other known or suspected fetal problems,7818,0.002426681,Group 4 (Morbidity >=0.001%),-20
813,E46,Unspecified protein-energy malnutrition,7782,0.002415506,Group 4 (Morbidity >=0.001%),-20
814,O90,"Complications of the puerperium, not elsewhere classified",7710,0.002393158,Group 4 (Morbidity >=0.001%),-20
815,M07,Psoriatic and enteropathic arthropathies,7661,0.002377948,Group 4 (Morbidity >=0.001%),-20
816,R77,Other abnormalities of plasma proteins,7616,0.00236398,Group 4 (Morbidity >=0.001%),-20
817,G12,Spinal muscular atrophy and related syndromes,7503,0.002328906,Group 4 (Morbidity >=0.001%),-20
818,T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",7451,0.002312765,Group 4 (Morbidity >=0.001%),-20
819,I74,Arterial embolism and thrombosis,7448,0.002311834,Group 4 (Morbidity >=0.001%),-20
820,H74,Other disorders of middle ear and mastoid,7381,0.002291037,Group 4 (Morbidity >=0.001%),-20
821,G61,Inflammatory polyneuropathy,7348,0.002280794,Group 4 (Morbidity >=0.001%),-20
822,H42,Glaucoma in diseases classified elsewhere,7270,0.002256583,Group 4 (Morbidity >=0.001%),-20
823,D15,Benign neoplasm of other and unspecified intrathoracic organs,7257,0.002252548,Group 4 (Morbidity >=0.001%),-20
824,G71,Primary disorders of muscles,7223,0.002241995,Group 4 (Morbidity >=0.001%),-20
