ranking,icd3,disease_name,patient_count,morbidity_pct,morbidity_group,scarcity_weight_pct
1656,P93,Reactions and intoxications due to drugs administered to fetus and newborn,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1657,R95,Sudden infant death syndrome,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1658,S18,Traumatic amputation at neck level,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1659,T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,3,9.31E-07,Group 5 (Morbidity <0.001%),0
1660,B03,Smallpox,2,6.21E-07,Group 5 (Morbidity <0.001%),0
1661,B55,Leishmaniasis,2,6.21E-07,Group 5 (Morbidity <0.001%),0
1662,A34,Obstetrical tetanus,1,3.10E-07,Group 5 (Morbidity <0.001%),0
1663,A95,Yellow fever,1,3.10E-07,Group 5 (Morbidity <0.001%),0
1664,B41,Paracoccidioidomycosis,1,3.10E-07,Group 5 (Morbidity <0.001%),0
1665,O95,Obstetric death of unspecified cause,1,3.10E-07,Group 5 (Morbidity <0.001%),0
1666,P53,Haemorrhagic disease of fetus and newborn,1,3.10E-07,Group 5 (Morbidity <0.001%),0
1667,P60,Disseminated intravascular coagulation of fetus and newborn,1,3.10E-07,Group 5 (Morbidity <0.001%),0
